node,degree,pagerank
M318895443,1.6862837678324508e-05,2.1645950282384256e-05
C1928311541,1.6862837678324508e-05,1.196537868233915e-05
M706954920,1.6862837678324508e-05,2.1645950282384256e-05
C152897670,1.6862837678324508e-05,1.196537868233915e-05
M370270481,1.6862837678324508e-05,2.1645950282384256e-05
C1548413051,1.6862837678324508e-05,1.196537868233915e-05
C170334706,1.6862837678324508e-05,2.1645950282384256e-05
C1269753659,1.6862837678324508e-05,1.196537868233915e-05
M479973814,1.6862837678324508e-05,2.1645950282384256e-05
C1818617441,1.6862837678324508e-05,1.196537868233915e-05
C1433969194,1.6862837678324508e-05,2.1645950282384256e-05
C1129518026,1.6862837678324508e-05,1.196537868233915e-05
C1288050386,1.6862837678324508e-05,2.1645950282384256e-05
C225827295,1.6862837678324508e-05,1.196537868233915e-05
C1448525331,1.6862837678324508e-05,2.1645950282384256e-05
C1823377567,1.6862837678324508e-05,1.196537868233915e-05
C1474756779,1.6862837678324508e-05,2.1645950282384256e-05
C1744710983,1.6862837678324508e-05,1.196537868233915e-05
C520220338,1.6862837678324508e-05,2.1645950282384256e-05
C1812758458,1.6862837678324508e-05,1.196537868233915e-05
M907505309,1.6862837678324508e-05,2.1645950282384256e-05
C1663175015,1.6862837678324508e-05,1.196537868233915e-05
C1504993019,1.6862837678324508e-05,2.1645950282384256e-05
C1543486901,1.6862837678324508e-05,1.196537868233915e-05
C1027008059,3.3725675356649016e-05,3.132652188242936e-05
C721831975,1.6862837678324508e-05,1.196537868233915e-05
M771301590,1.6862837678324508e-05,2.1645950282384256e-05
C746495696,1.6862837678324508e-05,1.196537868233915e-05
C802800115,1.6862837678324508e-05,2.1645950282384256e-05
C1494677644,1.6862837678324508e-05,1.196537868233915e-05
M2079530671,1.6862837678324508e-05,2.1645950282384256e-05
C1681370904,1.6862837678324508e-05,1.196537868233915e-05
C1158802033,1.6862837678324508e-05,2.1645950282384256e-05
C1061186226,1.6862837678324508e-05,1.196537868233915e-05
C452342811,3.3725675356649016e-05,3.132652188242936e-05
C649191579,1.6862837678324508e-05,1.196537868233915e-05
C1200245153,1.6862837678324508e-05,2.1645950282384256e-05
C1524686967,1.6862837678324508e-05,1.196537868233915e-05
C1631731306,1.6862837678324508e-05,2.1645950282384256e-05
C48376915,1.6862837678324508e-05,1.196537868233915e-05
M667967349,1.6862837678324508e-05,2.1645950282384256e-05
C360236143,1.6862837678324508e-05,1.196537868233915e-05
C377886239,1.6862837678324508e-05,2.1645950282384256e-05
C1024640101,1.6862837678324508e-05,1.196537868233915e-05
C808152153,1.6862837678324508e-05,2.1645950282384256e-05
C440237153,1.6862837678324508e-05,1.196537868233915e-05
M1343055382,1.6862837678324508e-05,2.1645950282384256e-05
C1558290781,1.6862837678324508e-05,1.196537868233915e-05
C1046148952,1.6862837678324508e-05,2.1645950282384256e-05
C1545295514,1.6862837678324508e-05,1.196537868233915e-05
C1006922154,1.6862837678324508e-05,2.1645950282384256e-05
C1262963586,1.6862837678324508e-05,1.196537868233915e-05
C993394874,1.6862837678324508e-05,2.1645950282384256e-05
C155458832,1.6862837678324508e-05,1.196537868233915e-05
C585398952,1.6862837678324508e-05,2.1645950282384256e-05
C1141419119,1.6862837678324508e-05,1.196537868233915e-05
C1046095966,1.6862837678324508e-05,2.1645950282384256e-05
C1308243724,1.6862837678324508e-05,1.196537868233915e-05
C500062441,1.6862837678324508e-05,2.1645950282384256e-05
C469486689,1.6862837678324508e-05,1.196537868233915e-05
C1680525470,1.6862837678324508e-05,2.1645950282384256e-05
C1572167581,1.6862837678324508e-05,1.196537868233915e-05
C1464204329,1.6862837678324508e-05,2.1645950282384256e-05
C1973438350,1.6862837678324508e-05,1.196537868233915e-05
C1344555666,1.6862837678324508e-05,2.1645950282384256e-05
C934532132,1.6862837678324508e-05,1.196537868233915e-05
C547485394,1.6862837678324508e-05,2.1645950282384256e-05
C1091929633,1.6862837678324508e-05,1.196537868233915e-05
M1917257830,1.6862837678324508e-05,2.1645950282384256e-05
C1204151905,1.6862837678324508e-05,1.196537868233915e-05
C1667328566,1.6862837678324508e-05,2.1645950282384256e-05
C62382657,1.6862837678324508e-05,1.196537868233915e-05
C45600753,1.6862837678324508e-05,2.1645950282384256e-05
C166314030,1.6862837678324508e-05,1.196537868233915e-05
C1887618594,1.6862837678324508e-05,2.1645950282384256e-05
C2045579081,1.6862837678324508e-05,1.196537868233915e-05
C647066328,1.6862837678324508e-05,2.1645950282384256e-05
C1199845079,1.6862837678324508e-05,1.196537868233915e-05
C566115944,1.6862837678324508e-05,2.1645950282384256e-05
C1082416876,1.6862837678324508e-05,1.196537868233915e-05
C1537063050,1.6862837678324508e-05,2.1645950282384256e-05
C875162768,1.6862837678324508e-05,1.196537868233915e-05
C217778499,1.6862837678324508e-05,2.1645950282384256e-05
C1863029706,1.6862837678324508e-05,1.196537868233915e-05
C1966690861,1.6862837678324508e-05,2.1645950282384256e-05
C17373961,1.6862837678324508e-05,1.196537868233915e-05
C400251951,1.6862837678324508e-05,2.1645950282384256e-05
C1446715487,1.6862837678324508e-05,1.196537868233915e-05
C353439992,1.6862837678324508e-05,2.1645950282384256e-05
C2060779111,1.6862837678324508e-05,1.196537868233915e-05
M1652422508,1.6862837678324508e-05,2.1645950282384256e-05
C2090528028,1.6862837678324508e-05,1.196537868233915e-05
C1976114093,1.6862837678324508e-05,2.1645950282384256e-05
C327099328,1.6862837678324508e-05,1.196537868233915e-05
M1834788125,1.6862837678324508e-05,2.1645950282384256e-05
C1066001308,1.6862837678324508e-05,1.196537868233915e-05
M612229954,1.6862837678324508e-05,2.1645950282384256e-05
C1835316701,1.6862837678324508e-05,1.196537868233915e-05
C1166814344,1.6862837678324508e-05,2.1645950282384256e-05
C825182037,1.6862837678324508e-05,1.196537868233915e-05
C1481851679,3.3725675356649016e-05,3.132652188242936e-05
C1483032818,1.6862837678324508e-05,1.196537868233915e-05
C123107825,1.6862837678324508e-05,2.1645950282384256e-05
C668156701,1.6862837678324508e-05,1.196537868233915e-05
C1199232321,1.6862837678324508e-05,2.1645950282384256e-05
C1989917977,1.6862837678324508e-05,1.196537868233915e-05
M96754167,1.6862837678324508e-05,2.1645950282384256e-05
C339747878,1.6862837678324508e-05,1.196537868233915e-05
C1847158982,1.6862837678324508e-05,2.1645950282384256e-05
C971955333,1.6862837678324508e-05,1.196537868233915e-05
C1848688576,1.6862837678324508e-05,2.1645950282384256e-05
C354151033,1.6862837678324508e-05,1.196537868233915e-05
M1394370678,1.6862837678324508e-05,2.1645950282384256e-05
C1379454588,1.6862837678324508e-05,1.196537868233915e-05
C1330227535,1.6862837678324508e-05,2.1645950282384256e-05
C941355290,1.6862837678324508e-05,1.196537868233915e-05
M966699522,1.6862837678324508e-05,2.1645950282384256e-05
C1767264496,1.6862837678324508e-05,1.196537868233915e-05
C901821753,1.6862837678324508e-05,2.1645950282384256e-05
C155043854,1.6862837678324508e-05,1.196537868233915e-05
C753420585,1.6862837678324508e-05,2.1645950282384256e-05
C1252066088,1.6862837678324508e-05,1.196537868233915e-05
C1437652460,1.6862837678324508e-05,2.1645950282384256e-05
C1447426375,1.6862837678324508e-05,1.196537868233915e-05
C607848280,1.6862837678324508e-05,2.1645950282384256e-05
C443854702,1.6862837678324508e-05,1.196537868233915e-05
C1543170923,1.6862837678324508e-05,2.1645950282384256e-05
C948620202,1.6862837678324508e-05,1.196537868233915e-05
M1300445384,1.6862837678324508e-05,2.1645950282384256e-05
C1548539018,1.6862837678324508e-05,1.196537868233915e-05
C1653962033,1.6862837678324508e-05,2.1645950282384256e-05
C1519068493,1.6862837678324508e-05,1.196537868233915e-05
C2079317513,1.6862837678324508e-05,2.1645950282384256e-05
C450592497,1.6862837678324508e-05,1.196537868233915e-05
C2005000033,1.6862837678324508e-05,2.1645950282384256e-05
C1262938362,1.6862837678324508e-05,1.196537868233915e-05
C1378770751,1.6862837678324508e-05,2.1645950282384256e-05
C2038280244,1.6862837678324508e-05,1.196537868233915e-05
C100331386,1.6862837678324508e-05,2.1645950282384256e-05
C495703021,1.6862837678324508e-05,1.196537868233915e-05
M1890416437,1.6862837678324508e-05,2.1645950282384256e-05
C251588695,1.6862837678324508e-05,1.196537868233915e-05
M1176699393,1.6862837678324508e-05,2.1645950282384256e-05
C1352140601,1.6862837678324508e-05,1.196537868233915e-05
C1649145712,1.6862837678324508e-05,2.1645950282384256e-05
C1736722084,1.6862837678324508e-05,1.196537868233915e-05
C2069017464,1.6862837678324508e-05,2.1645950282384256e-05
C1855233472,1.6862837678324508e-05,1.196537868233915e-05
M559804823,1.6862837678324508e-05,2.1645950282384256e-05
C431697396,1.6862837678324508e-05,1.196537868233915e-05
C1761507283,1.6862837678324508e-05,2.1645950282384256e-05
C376949316,1.6862837678324508e-05,1.196537868233915e-05
C2022587380,1.6862837678324508e-05,2.1645950282384256e-05
C1332934731,1.6862837678324508e-05,1.196537868233915e-05
C1698530844,1.6862837678324508e-05,2.1645950282384256e-05
C2138422038,1.6862837678324508e-05,1.196537868233915e-05
C840851049,1.6862837678324508e-05,2.1645950282384256e-05
C1911897096,1.6862837678324508e-05,1.196537868233915e-05
C1115608023,1.6862837678324508e-05,2.1645950282384256e-05
C385632963,1.6862837678324508e-05,1.196537868233915e-05
C1123923904,1.6862837678324508e-05,2.1645950282384256e-05
C216312961,1.6862837678324508e-05,1.196537868233915e-05
M628990747,1.6862837678324508e-05,2.1645950282384256e-05
C245958066,1.6862837678324508e-05,1.196537868233915e-05
M2005551228,1.6862837678324508e-05,2.1645950282384256e-05
C1757938220,1.6862837678324508e-05,1.196537868233915e-05
M850982767,1.6862837678324508e-05,2.1645950282384256e-05
C880170690,1.6862837678324508e-05,1.196537868233915e-05
C393848443,1.6862837678324508e-05,2.1645950282384256e-05
C787650518,1.6862837678324508e-05,1.196537868233915e-05
C157899688,1.6862837678324508e-05,2.1645950282384256e-05
C1639893992,1.6862837678324508e-05,1.196537868233915e-05
C2131408621,1.6862837678324508e-05,2.1645950282384256e-05
C758131716,1.6862837678324508e-05,1.196537868233915e-05
C914493341,1.6862837678324508e-05,2.1645950282384256e-05
C166432969,1.6862837678324508e-05,1.196537868233915e-05
M1971749123,1.6862837678324508e-05,2.1645950282384256e-05
C1558614256,1.6862837678324508e-05,1.196537868233915e-05
M1350598940,1.6862837678324508e-05,2.1645950282384256e-05
C1169814312,1.6862837678324508e-05,1.196537868233915e-05
C307295542,3.3725675356649016e-05,3.132652188242936e-05
C732899122,1.6862837678324508e-05,1.196537868233915e-05
C1237264921,1.6862837678324508e-05,2.1645950282384256e-05
C775973546,1.6862837678324508e-05,1.196537868233915e-05
C121723460,1.6862837678324508e-05,2.1645950282384256e-05
C1308177011,1.6862837678324508e-05,1.196537868233915e-05
C1344379688,3.3725675356649016e-05,3.132652188242936e-05
C1018633405,1.6862837678324508e-05,1.196537868233915e-05
M1950065677,1.6862837678324508e-05,2.1645950282384256e-05
C1220385533,1.6862837678324508e-05,1.196537868233915e-05
C1139959745,1.6862837678324508e-05,2.1645950282384256e-05
C1995426501,1.6862837678324508e-05,1.196537868233915e-05
M367466332,1.6862837678324508e-05,2.1645950282384256e-05
C1296862732,1.6862837678324508e-05,1.196537868233915e-05
C1218801136,1.6862837678324508e-05,2.1645950282384256e-05
C1961043219,1.6862837678324508e-05,1.196537868233915e-05
M112291345,1.6862837678324508e-05,2.1645950282384256e-05
C1967970956,1.6862837678324508e-05,1.196537868233915e-05
C1608602720,1.6862837678324508e-05,2.1645950282384256e-05
C1814882279,1.6862837678324508e-05,1.196537868233915e-05
C1840082302,1.6862837678324508e-05,2.1645950282384256e-05
C2023348361,1.6862837678324508e-05,1.196537868233915e-05
M1276987744,1.6862837678324508e-05,2.1645950282384256e-05
C1079877338,1.6862837678324508e-05,1.196537868233915e-05
C605347954,1.6862837678324508e-05,2.1645950282384256e-05
C1393648009,1.6862837678324508e-05,1.196537868233915e-05
M636322886,1.6862837678324508e-05,2.1645950282384256e-05
C1574914609,1.6862837678324508e-05,1.196537868233915e-05
C964077298,1.6862837678324508e-05,2.1645950282384256e-05
C183036791,1.6862837678324508e-05,1.196537868233915e-05
M1743223588,1.6862837678324508e-05,2.1645950282384256e-05
C269715230,1.6862837678324508e-05,1.196537868233915e-05
M1519407613,1.6862837678324508e-05,2.1645950282384256e-05
C392255880,1.6862837678324508e-05,1.196537868233915e-05
C70569569,1.6862837678324508e-05,2.1645950282384256e-05
C12938071,1.6862837678324508e-05,1.196537868233915e-05
C1598282456,1.6862837678324508e-05,2.1645950282384256e-05
C1276174244,1.6862837678324508e-05,1.196537868233915e-05
C802962057,1.6862837678324508e-05,2.1645950282384256e-05
C405760350,1.6862837678324508e-05,1.196537868233915e-05
C1567985606,1.6862837678324508e-05,2.1645950282384256e-05
C1391491510,1.6862837678324508e-05,1.196537868233915e-05
M647634706,1.6862837678324508e-05,2.1645950282384256e-05
C387959587,1.6862837678324508e-05,1.196537868233915e-05
M1873763269,1.6862837678324508e-05,2.1645950282384256e-05
C30289202,1.6862837678324508e-05,1.196537868233915e-05
C490006996,1.6862837678324508e-05,2.1645950282384256e-05
C1980970866,1.6862837678324508e-05,1.196537868233915e-05
C659083260,1.6862837678324508e-05,2.1645950282384256e-05
C789067382,1.6862837678324508e-05,1.196537868233915e-05
C2088181208,1.6862837678324508e-05,2.1645950282384256e-05
C1598996923,1.6862837678324508e-05,1.196537868233915e-05
C766653476,1.6862837678324508e-05,2.1645950282384256e-05
C666943148,1.6862837678324508e-05,1.196537868233915e-05
C397745777,1.6862837678324508e-05,2.1645950282384256e-05
C1222029822,1.6862837678324508e-05,1.196537868233915e-05
C1045890688,1.6862837678324508e-05,2.1645950282384256e-05
C897953266,1.6862837678324508e-05,1.196537868233915e-05
C1860400069,1.6862837678324508e-05,2.1645950282384256e-05
C417381095,1.6862837678324508e-05,1.196537868233915e-05
M2021950418,1.6862837678324508e-05,2.1645950282384256e-05
C2063055213,1.6862837678324508e-05,1.196537868233915e-05
M1871145225,1.6862837678324508e-05,2.1645950282384256e-05
C1325021625,1.6862837678324508e-05,1.196537868233915e-05
C287673318,3.3725675356649016e-05,3.132652188242936e-05
C582207895,1.6862837678324508e-05,1.196537868233915e-05
M1012808560,1.6862837678324508e-05,2.1645950282384256e-05
C738124968,1.6862837678324508e-05,1.196537868233915e-05
C377742168,1.6862837678324508e-05,2.1645950282384256e-05
C1801924791,1.6862837678324508e-05,1.196537868233915e-05
C379308520,1.6862837678324508e-05,2.1645950282384256e-05
C1667792458,1.6862837678324508e-05,1.196537868233915e-05
M497001860,1.6862837678324508e-05,2.1645950282384256e-05
C766921795,1.6862837678324508e-05,1.196537868233915e-05
M619626966,1.6862837678324508e-05,2.1645950282384256e-05
C663424482,1.6862837678324508e-05,1.196537868233915e-05
M705041505,1.6862837678324508e-05,2.1645950282384256e-05
C84446381,1.6862837678324508e-05,1.196537868233915e-05
C1553848604,3.3725675356649016e-05,3.132652188242936e-05
C56572899,1.6862837678324508e-05,1.196537868233915e-05
C624338694,1.6862837678324508e-05,2.1645950282384256e-05
C2006754114,1.6862837678324508e-05,1.196537868233915e-05
C1655294851,1.6862837678324508e-05,2.1645950282384256e-05
C1308964533,1.6862837678324508e-05,1.196537868233915e-05
C1305328252,1.6862837678324508e-05,2.1645950282384256e-05
C260209024,1.6862837678324508e-05,1.196537868233915e-05
C1892369772,1.6862837678324508e-05,2.1645950282384256e-05
C1035987403,1.6862837678324508e-05,1.196537868233915e-05
C1028392428,3.3725675356649016e-05,3.132652188242936e-05
C2143366220,1.6862837678324508e-05,1.196537868233915e-05
C1395713886,1.6862837678324508e-05,2.1645950282384256e-05
C600682861,1.6862837678324508e-05,1.196537868233915e-05
C1594407324,1.6862837678324508e-05,2.1645950282384256e-05
C1363157472,1.6862837678324508e-05,1.196537868233915e-05
C1306796126,1.6862837678324508e-05,2.1645950282384256e-05
C1605627830,1.6862837678324508e-05,1.196537868233915e-05
M77893882,1.6862837678324508e-05,2.1645950282384256e-05
C1390639608,1.6862837678324508e-05,1.196537868233915e-05
C350073748,1.6862837678324508e-05,2.1645950282384256e-05
C514549572,1.6862837678324508e-05,1.196537868233915e-05
M353838032,1.6862837678324508e-05,2.1645950282384256e-05
C1103905116,1.6862837678324508e-05,1.196537868233915e-05
C2077808620,1.6862837678324508e-05,2.1645950282384256e-05
C580408776,1.6862837678324508e-05,1.196537868233915e-05
M623516565,1.6862837678324508e-05,2.1645950282384256e-05
C155204561,1.6862837678324508e-05,1.196537868233915e-05
C1259680570,1.6862837678324508e-05,2.1645950282384256e-05
C859750703,1.6862837678324508e-05,1.196537868233915e-05
M804412545,1.6862837678324508e-05,2.1645950282384256e-05
C985045719,1.6862837678324508e-05,1.196537868233915e-05
C1620704194,1.6862837678324508e-05,2.1645950282384256e-05
C638274444,1.6862837678324508e-05,1.196537868233915e-05
M1249300224,1.6862837678324508e-05,2.1645950282384256e-05
C299542616,1.6862837678324508e-05,1.196537868233915e-05
M751010808,1.6862837678324508e-05,2.1645950282384256e-05
C955368413,1.6862837678324508e-05,1.196537868233915e-05
C309505444,1.6862837678324508e-05,2.1645950282384256e-05
C2041208495,1.6862837678324508e-05,1.196537868233915e-05
C949144079,1.6862837678324508e-05,2.1645950282384256e-05
C1249830411,1.6862837678324508e-05,1.196537868233915e-05
M1054197401,1.6862837678324508e-05,2.1645950282384256e-05
C888002331,1.6862837678324508e-05,1.196537868233915e-05
M2128870880,1.6862837678324508e-05,2.1645950282384256e-05
C1583061951,1.6862837678324508e-05,1.196537868233915e-05
C878525458,1.6862837678324508e-05,2.1645950282384256e-05
C580603583,1.6862837678324508e-05,1.196537868233915e-05
C1936739774,1.6862837678324508e-05,2.1645950282384256e-05
C427670253,1.6862837678324508e-05,1.196537868233915e-05
M139298884,1.6862837678324508e-05,2.1645950282384256e-05
C973956598,1.6862837678324508e-05,1.196537868233915e-05
C1361147799,1.6862837678324508e-05,2.1645950282384256e-05
C1728690327,1.6862837678324508e-05,1.196537868233915e-05
M472827627,1.6862837678324508e-05,2.1645950282384256e-05
C268461484,1.6862837678324508e-05,1.196537868233915e-05
C1692799847,1.6862837678324508e-05,2.1645950282384256e-05
C1424008853,1.6862837678324508e-05,1.196537868233915e-05
M1914906554,1.6862837678324508e-05,2.1645950282384256e-05
C675062580,1.6862837678324508e-05,1.196537868233915e-05
C690603087,1.6862837678324508e-05,2.1645950282384256e-05
C1183969670,1.6862837678324508e-05,1.196537868233915e-05
C870875220,1.6862837678324508e-05,2.1645950282384256e-05
C1925184774,1.6862837678324508e-05,1.196537868233915e-05
C212121745,1.6862837678324508e-05,2.1645950282384256e-05
C876192567,1.6862837678324508e-05,1.196537868233915e-05
C1111107262,1.6862837678324508e-05,2.1645950282384256e-05
C1358913095,1.6862837678324508e-05,1.196537868233915e-05
C1919021708,1.6862837678324508e-05,2.1645950282384256e-05
C1809225368,1.6862837678324508e-05,1.196537868233915e-05
M711147036,1.6862837678324508e-05,2.1645950282384256e-05
C1174370431,1.6862837678324508e-05,1.196537868233915e-05
C295199056,1.6862837678324508e-05,2.1645950282384256e-05
C2065527737,1.6862837678324508e-05,1.196537868233915e-05
C1365487373,1.6862837678324508e-05,2.1645950282384256e-05
C1343295936,1.6862837678324508e-05,1.196537868233915e-05
M1560164468,1.6862837678324508e-05,2.1645950282384256e-05
C205380874,1.6862837678324508e-05,1.196537868233915e-05
C1160238611,1.6862837678324508e-05,2.1645950282384256e-05
C166649442,1.6862837678324508e-05,1.196537868233915e-05
M18534625,1.6862837678324508e-05,2.1645950282384256e-05
C545198374,1.6862837678324508e-05,1.196537868233915e-05
C1245298851,1.6862837678324508e-05,2.1645950282384256e-05
C283549603,1.6862837678324508e-05,1.196537868233915e-05
C2138902963,1.6862837678324508e-05,2.1645950282384256e-05
C86506638,1.6862837678324508e-05,1.196537868233915e-05
M1639958975,1.6862837678324508e-05,2.1645950282384256e-05
C1600395300,1.6862837678324508e-05,1.196537868233915e-05
C2031583049,1.6862837678324508e-05,2.1645950282384256e-05
C2070063979,1.6862837678324508e-05,1.196537868233915e-05
M1185532608,1.6862837678324508e-05,2.1645950282384256e-05
C1522232143,1.6862837678324508e-05,1.196537868233915e-05
C1202737893,1.6862837678324508e-05,2.1645950282384256e-05
C609045535,1.6862837678324508e-05,1.196537868233915e-05
C1569713603,1.6862837678324508e-05,2.1645950282384256e-05
C264400168,1.6862837678324508e-05,1.196537868233915e-05
M1886602778,1.6862837678324508e-05,2.1645950282384256e-05
C1842771691,1.6862837678324508e-05,1.196537868233915e-05
C493130083,1.6862837678324508e-05,2.1645950282384256e-05
C1773037426,1.6862837678324508e-05,1.196537868233915e-05
C742879551,1.6862837678324508e-05,2.1645950282384256e-05
C724475782,1.6862837678324508e-05,1.196537868233915e-05
C148070316,1.6862837678324508e-05,2.1645950282384256e-05
C1519631009,1.6862837678324508e-05,1.196537868233915e-05
C143061900,1.6862837678324508e-05,2.1645950282384256e-05
C2103405227,1.6862837678324508e-05,1.196537868233915e-05
C410284085,1.6862837678324508e-05,2.1645950282384256e-05
C564625852,1.6862837678324508e-05,1.196537868233915e-05
C1879149809,1.6862837678324508e-05,2.1645950282384256e-05
C668408935,1.6862837678324508e-05,1.196537868233915e-05
C1541979067,1.6862837678324508e-05,2.1645950282384256e-05
C1269721706,1.6862837678324508e-05,1.196537868233915e-05
M250189187,1.6862837678324508e-05,2.1645950282384256e-05
C487603727,1.6862837678324508e-05,1.196537868233915e-05
M1063937514,1.6862837678324508e-05,2.1645950282384256e-05
C1717104599,1.6862837678324508e-05,1.196537868233915e-05
C1635448141,1.6862837678324508e-05,2.1645950282384256e-05
C1352931013,1.6862837678324508e-05,1.196537868233915e-05
M34790478,1.6862837678324508e-05,2.1645950282384256e-05
C138081382,1.6862837678324508e-05,1.196537868233915e-05
C994271101,1.6862837678324508e-05,2.1645950282384256e-05
C1996215246,1.6862837678324508e-05,1.196537868233915e-05
C2083624142,1.6862837678324508e-05,2.1645950282384256e-05
C742696395,1.6862837678324508e-05,1.196537868233915e-05
M1962080598,1.6862837678324508e-05,2.1645950282384256e-05
C794286358,1.6862837678324508e-05,1.196537868233915e-05
C979290985,1.6862837678324508e-05,2.1645950282384256e-05
C2144110174,1.6862837678324508e-05,1.196537868233915e-05
M985176765,1.6862837678324508e-05,2.1645950282384256e-05
C662035237,1.6862837678324508e-05,1.196537868233915e-05
C276338661,1.6862837678324508e-05,2.1645950282384256e-05
C293660473,1.6862837678324508e-05,1.196537868233915e-05
M939159336,1.6862837678324508e-05,2.1645950282384256e-05
C1537262589,1.6862837678324508e-05,1.196537868233915e-05
M1257247172,1.6862837678324508e-05,2.1645950282384256e-05
C1938052478,1.6862837678324508e-05,1.196537868233915e-05
M1810838329,1.6862837678324508e-05,2.1645950282384256e-05
C573362177,1.6862837678324508e-05,1.196537868233915e-05
C1634414771,1.6862837678324508e-05,2.1645950282384256e-05
C481759661,1.6862837678324508e-05,1.196537868233915e-05
C1247348050,1.6862837678324508e-05,2.1645950282384256e-05
C1804666471,1.6862837678324508e-05,1.196537868233915e-05
C633863962,1.6862837678324508e-05,2.1645950282384256e-05
C264675997,1.6862837678324508e-05,1.196537868233915e-05
C836882855,3.3725675356649016e-05,3.132652188242936e-05
C814905870,1.6862837678324508e-05,1.196537868233915e-05
M773011269,1.6862837678324508e-05,2.1645950282384256e-05
C1101193068,1.6862837678324508e-05,1.196537868233915e-05
C1215329116,1.6862837678324508e-05,2.1645950282384256e-05
C1696737244,1.6862837678324508e-05,1.196537868233915e-05
C250289324,1.6862837678324508e-05,2.1645950282384256e-05
C904143774,1.6862837678324508e-05,1.196537868233915e-05
C286840648,1.6862837678324508e-05,2.1645950282384256e-05
C542107362,1.6862837678324508e-05,1.196537868233915e-05
C217269113,1.6862837678324508e-05,2.1645950282384256e-05
C896468282,1.6862837678324508e-05,1.196537868233915e-05
C2083280594,1.6862837678324508e-05,2.1645950282384256e-05
C976709647,1.6862837678324508e-05,1.196537868233915e-05
C796779033,1.6862837678324508e-05,2.1645950282384256e-05
C427254976,1.6862837678324508e-05,1.196537868233915e-05
M336443068,1.6862837678324508e-05,2.1645950282384256e-05
C572426053,1.6862837678324508e-05,1.196537868233915e-05
M1575106044,1.6862837678324508e-05,2.1645950282384256e-05
C32799276,1.6862837678324508e-05,1.196537868233915e-05
C1941015531,1.6862837678324508e-05,2.1645950282384256e-05
C667502054,1.6862837678324508e-05,1.196537868233915e-05
C909272492,1.6862837678324508e-05,2.1645950282384256e-05
C636716466,1.6862837678324508e-05,1.196537868233915e-05
C1696281645,1.6862837678324508e-05,2.1645950282384256e-05
C2104688096,1.6862837678324508e-05,1.196537868233915e-05
C1087145754,1.6862837678324508e-05,2.1645950282384256e-05
C1048193537,1.6862837678324508e-05,1.196537868233915e-05
C1715747042,1.6862837678324508e-05,2.1645950282384256e-05
C1971100361,1.6862837678324508e-05,1.196537868233915e-05
C1071145237,1.6862837678324508e-05,2.1645950282384256e-05
C1872463576,1.6862837678324508e-05,1.196537868233915e-05
C1437948952,1.6862837678324508e-05,2.1645950282384256e-05
C1865021142,1.6862837678324508e-05,1.196537868233915e-05
C458043069,1.6862837678324508e-05,2.1645950282384256e-05
C1434471027,1.6862837678324508e-05,1.196537868233915e-05
C2107640169,1.6862837678324508e-05,2.1645950282384256e-05
C1588246331,1.6862837678324508e-05,1.196537868233915e-05
M1806197747,1.6862837678324508e-05,2.1645950282384256e-05
C189233375,1.6862837678324508e-05,1.196537868233915e-05
M386950816,1.6862837678324508e-05,2.1645950282384256e-05
C2098269783,1.6862837678324508e-05,1.196537868233915e-05
C383640020,1.6862837678324508e-05,2.1645950282384256e-05
C996770210,1.6862837678324508e-05,1.196537868233915e-05
C1104532596,1.6862837678324508e-05,2.1645950282384256e-05
C1636433421,1.6862837678324508e-05,1.196537868233915e-05
C1866971848,1.6862837678324508e-05,2.1645950282384256e-05
C944644924,1.6862837678324508e-05,1.196537868233915e-05
C442501643,1.6862837678324508e-05,2.1645950282384256e-05
C1498959529,1.6862837678324508e-05,1.196537868233915e-05
C409275226,1.6862837678324508e-05,2.1645950282384256e-05
C275248026,1.6862837678324508e-05,1.196537868233915e-05
C1867111823,1.6862837678324508e-05,2.1645950282384256e-05
C1777098525,1.6862837678324508e-05,1.196537868233915e-05
C1612658411,1.6862837678324508e-05,2.1645950282384256e-05
C779919773,1.6862837678324508e-05,1.196537868233915e-05
C199066472,1.6862837678324508e-05,2.1645950282384256e-05
C779787753,1.6862837678324508e-05,1.196537868233915e-05
C899896932,1.6862837678324508e-05,2.1645950282384256e-05
C1909270786,1.6862837678324508e-05,1.196537868233915e-05
C900752142,1.6862837678324508e-05,2.1645950282384256e-05
C1044853245,1.6862837678324508e-05,1.196537868233915e-05
C874278645,1.6862837678324508e-05,2.1645950282384256e-05
C794059220,1.6862837678324508e-05,1.196537868233915e-05
C2075280061,1.6862837678324508e-05,2.1645950282384256e-05
C2051870612,1.6862837678324508e-05,1.196537868233915e-05
M594889317,1.6862837678324508e-05,2.1645950282384256e-05
C1536433978,1.6862837678324508e-05,1.196537868233915e-05
C206037421,1.6862837678324508e-05,2.1645950282384256e-05
C1386047104,1.6862837678324508e-05,1.196537868233915e-05
C945984586,3.3725675356649016e-05,3.132652188242936e-05
C706197321,1.6862837678324508e-05,1.196537868233915e-05
C2000634150,1.6862837678324508e-05,2.1645950282384256e-05
C595386824,1.6862837678324508e-05,1.196537868233915e-05
C1798186192,1.6862837678324508e-05,2.1645950282384256e-05
C1430730025,1.6862837678324508e-05,1.196537868233915e-05
C100561263,1.6862837678324508e-05,2.1645950282384256e-05
C345607648,1.6862837678324508e-05,1.196537868233915e-05
M720874201,1.6862837678324508e-05,2.1645950282384256e-05
C1084394435,1.6862837678324508e-05,1.196537868233915e-05
